timestamp,force_z,vibration_x,vibration_y,tool_wear,experiment_tag,dataset_tag,wear_stage
99.9933,423.47,-5.4468,-5.2534,0.1269943296381611,W1,nuaa,medium_wear
100.4883,437.82,-0.7486,-0.6258,0.1270391263792427,W1,nuaa,medium_wear
100.9833,179.43,6.8315,7.5048,0.1270839054214362,W1,nuaa,medium_wear
101.4783,21.532,1.7978,2.2649,0.1271286668644106,W1,nuaa,medium_wear
101.9733,150.73,0.7922,1.0666,0.1271734108108395,W1,nuaa,medium_wear
102.4683,452.18,4.697,5.22,0.1272181373664304,W1,nuaa,medium_wear
102.9633,423.47,-0.07,0.363,0.1272628466399658,W1,nuaa,medium_wear
103.4583,567.01,-6.3978,-6.2005,0.1273075387433362,W1,nuaa,medium_wear
103.95329999999998,-35.887,4.5575,5.0593,0.1273522137915776,W1,nuaa,medium_wear
103.9665,401.93,3.4318,3.7833,0.1273534048938178,W1,nuaa,medium_wear
104.4615,0.0,6.3219,6.5192,0.1273980625551325,W1,nuaa,medium_wear
104.9565,-258.39,4.4432,4.8422,0.1274427034039387,W1,nuaa,medium_wear
105.4515,57.419,-2.9171,-2.9743,0.1274873275636013,W1,nuaa,medium_wear
105.9465,14.355,-2.8419,-2.8574,0.1275319351594684,W1,nuaa,medium_wear
106.4415,229.68,-1.6822,-1.4155,0.1275765263188942,W1,nuaa,medium_wear
106.9365,-301.45,2.1024,2.5644,0.1276211011712613,W1,nuaa,medium_wear
107.4315,-229.68,-1.5305,-1.2876,0.1276656598480023,W1,nuaa,medium_wear
107.9265,-14.355,3.5982,3.8083,0.1277102024826237,W1,nuaa,medium_wear
108.4215,14.355,0.4209,0.8482,0.1277547292107309,W1,nuaa,medium_wear
108.9165,-157.9,4.0917,4.4007,0.1277992401700503,W1,nuaa,medium_wear
109.4115,387.58,5.1769,5.5021,0.1278437355004526,W1,nuaa,medium_wear
109.9065,-57.419,-0.7261,-0.338,0.1278882153439823,W1,nuaa,medium_wear
110.4015,71.774,3.5391,3.4941,0.1279326798448775,W1,nuaa,medium_wear
110.8965,-100.48,5.3986,5.7102,0.1279771291495987,W1,nuaa,medium_wear
111.3915,43.06399999999999,-2.8535,-2.6967,0.1280215634068546,W1,nuaa,medium_wear
111.8865,-272.74,-1.8974,-1.5781,0.1280659827676276,W1,nuaa,medium_wear
112.3815,-71.774,1.8576,2.2682,0.1281103873852039,W1,nuaa,medium_wear
112.8765,272.74,6.5603,6.9208,0.1281547774151983,W1,nuaa,medium_wear
113.3715,100.48,5.193,5.4911,0.1281991530155841,W1,nuaa,medium_wear
113.8665,129.19,-2.8657,-2.5714,0.1282435143467228,W1,nuaa,medium_wear
114.3615,28.71,-2.8946,-2.6126,0.1282878615713922,W1,nuaa,medium_wear
114.8565,100.48,-2.8143,-2.9705,0.1283321948548173,W1,nuaa,medium_wear
115.3515,-373.22,4.8659,5.1236,0.1283765143647025,W1,nuaa,medium_wear
115.8465,-43.06399999999999,6.9645,7.3873,0.1284208202712617,W1,nuaa,medium_wear
116.3415,-258.39,5.0465,5.5515,0.1284651127472518,W1,nuaa,medium_wear
116.8365,-114.84,0.8372,1.2227,0.1285093919680049,W1,nuaa,medium_wear
117.3315,28.71,7.5485,7.9707,0.1285536581114629,W1,nuaa,medium_wear
117.8265,86.12899999999998,5.0433,5.5451,0.128597911358213,W1,nuaa,medium_wear
118.3215,-43.06399999999999,1.1444,1.5851,0.1286421518915196,W1,nuaa,medium_wear
118.8165,-143.55,4.3532,4.8544,0.1286863798973679,W1,nuaa,medium_wear
119.3115,28.71,4.4322,4.9861,0.1287305955644925,W1,nuaa,medium_wear
119.8065,229.68,4.1893,4.7079,0.1287747990844219,W1,nuaa,medium_wear
120.3015,143.55,1.021,1.4123,0.1288189906515157,W1,nuaa,medium_wear
120.7965,244.03,-3.1921,-2.8876,0.1288631704630039,W1,nuaa,medium_wear
121.2915,-200.97,-3.1529,-2.867,0.1289073387190287,W1,nuaa,medium_wear
121.7865,14.355,3.5262,3.9799,0.1289514956226866,W1,nuaa,medium_wear
122.2815,-43.06399999999999,6.2455,6.6104,0.128995641380072,W1,nuaa,medium_wear
122.7765,-57.419,-3.9882,-3.7968,0.1290397762003205,W1,nuaa,medium_wear
123.2715,-215.32,2.2804,2.6460000000000004,0.1290839002956551,W1,nuaa,medium_wear
123.7665,28.71,4.4007,4.6449,0.1291280138814324,W1,nuaa,medium_wear
124.2615,43.06399999999999,-3.4928,-3.6117,0.1291721171761905,W1,nuaa,medium_wear
124.7565,172.26,3.4511,3.685,0.1292162104016977,W1,nuaa,medium_wear
125.2515,28.71,1.7554,2.1101,0.1292602937830043,W1,nuaa,medium_wear
125.7465,0.0,1.9906,2.2135,0.1293043675484912,W1,nuaa,medium_wear
126.2415,330.16,0.6252,0.7383,0.1293484319299257,W1,nuaa,medium_wear
126.7365,-229.68,7.0262,7.289,0.1293924871625157,W1,nuaa,medium_wear
127.2315,28.71,-4.6211,-4.6674,0.1294365334849621,W1,nuaa,medium_wear
127.7265,14.355,-0.5770000000000001,-0.4626,0.1294805711395213,W1,nuaa,medium_wear
128.2215,114.84,-1.1122,-1.1135,0.1295246003720597,W1,nuaa,medium_wear
128.7165,57.419,3.3836,3.7486,0.1295686214321172,W1,nuaa,medium_wear
129.2115,-14.355,-2.4802,-2.6004,0.1296126345729655,W1,nuaa,medium_wear
129.7065,186.61,2.3902,2.6408,0.129656640051677,W1,nuaa,medium_wear
130.2015,229.68,-6.2435,-6.135,0.1297006381291855,W1,nuaa,medium_wear
130.6965,100.48,9.8353,10.335,0.1297446290703556,W1,nuaa,medium_wear
131.1915,143.55,-0.2352,0.1349,0.1297886131440526,W1,nuaa,medium_wear
131.6865,-143.55,-3.6952,-3.4575,0.1298325906232105,W1,nuaa,medium_wear
132.1815,-57.419,-2.1699,-1.8608,0.1298765617849084,W1,nuaa,medium_wear
132.6765,-28.71,-0.9265,-0.5802,0.1299205269104432,W1,nuaa,medium_wear
133.1715,157.9,4.2131,4.2163,0.1299644862854077,W1,nuaa,medium_wear
133.6665,244.03,4.0326,4.4907,0.1300084401997688,W1,nuaa,medium_wear
134.1615,272.74,0.0084,0.3232,0.1300523889479493,W1,nuaa,medium_wear
134.6565,-157.9,1.2099,1.5138,0.1300963328289122,W1,nuaa,medium_wear
135.1515,-387.58,6.2737,6.4903,0.130140272146246,W1,nuaa,medium_wear
135.6465,-330.16,-0.1298,-0.0431,0.1301842072082524,W1,nuaa,medium_wear
136.1415,114.84,4.4933,5.0336,0.1302281383280393,W1,nuaa,medium_wear
136.6365,-200.97,-1.0204,-0.8694,0.1302720658236121,W1,nuaa,medium_wear
137.1315,-57.419,4.6154,4.7869,0.1303159900179702,W1,nuaa,medium_wear
137.6265,-401.93,-2.6093,-2.7462,0.1303599112392076,W1,nuaa,medium_wear
138.1215,200.97,9.6021,10.108,0.1304038298206122,W1,nuaa,medium_wear
138.6165,143.55,4.1399,4.4676,0.1304477461007721,W1,nuaa,medium_wear
139.1115,114.84,3.6239,3.6188,0.1304916604236821,W1,nuaa,medium_wear
139.6065,315.81,-3.0116,-3.2146,0.1305355731388538,W1,nuaa,medium_wear
140.1015,-43.06399999999999,-1.6944,-1.837,0.130579484601432,W1,nuaa,medium_wear
140.5965,-86.12899999999998,1.4187,1.8422,0.1306233951723081,W1,nuaa,medium_wear
141.0915,-143.55,5.4462,5.7616,0.1306673052182444,W1,nuaa,medium_wear
141.5865,114.84,1.0191,1.5074,0.1307112151119951,W1,nuaa,medium_wear
142.0815,186.61,0.9979,1.4412,0.1307551252324346,W1,nuaa,medium_wear
142.5765,-28.71,1.4168,1.8389,0.1307990359646894,W1,nuaa,medium_wear
143.0715,100.48,2.3208,2.7655,0.1308429477002733,W1,nuaa,medium_wear
143.5665,200.97,-2.937,-2.9859,0.1308868608372246,W1,nuaa,medium_wear
144.0615,-100.48,-3.6091,-3.6682,0.1309307757802512,W1,nuaa,medium_wear
144.5565,143.55,4.677,5.0683,0.1309746929408771,W1,nuaa,medium_wear
145.0515,157.9,4.4631,4.8743,0.1310186127375938,W1,nuaa,medium_wear
145.5465,71.774,3.6798,4.0955,0.1310625355960158,W1,nuaa,medium_wear
146.0415,-28.71,-0.2332,-0.052,0.1311064619490421,W1,nuaa,medium_wear
146.5365,-143.55,-0.746,-0.7576,0.1311503922370215,W1,nuaa,medium_wear
147.0315,172.26,-0.6862,-0.462,0.131194326907921,W1,nuaa,medium_wear
147.5265,157.9,-0.4035,-0.1459,0.1312382664175035,W1,nuaa,medium_wear
148.0215,28.71,9.5989,10.133,0.1312822112295059,W1,nuaa,medium_wear
148.5165,-287.1,-5.7745,-5.6832,0.1313261618158271,W1,nuaa,medium_wear
149.0115,100.48,-0.8366,-0.5854,0.1313701186567168,W1,nuaa,medium_wear
149.5065,0.0,4.2382,4.26,0.1314140822409725,W1,nuaa,medium_wear
150.0015,287.1,8.292,8.7649,0.1314580530661434,W1,nuaa,medium_wear
150.4965,-114.84,5.0857,5.6389,0.1315020316387392,W1,nuaa,medium_wear
150.9915,57.419,3.9388,3.9439,0.1315460184744426,W1,nuaa,medium_wear
151.4865,28.71,5.7347,6.0913,0.1315900140983319,W1,nuaa,medium_wear
151.9815,-229.68,1.2523,1.6828,0.1316340190451096,W1,nuaa,medium_wear
152.4765,-272.74,1.3667,1.7554,0.1316780338593335,W1,nuaa,medium_wear
152.9715,-86.12899999999998,-0.1426,0.1677,0.1317220590956624,W1,nuaa,medium_wear
153.4665,-43.06399999999999,2.7122,3.1664,0.1317660953191002,W1,nuaa,medium_wear
153.9615,-229.68,1.6937,1.8762,0.131810143105254,W1,nuaa,medium_wear
154.4565,-143.55,0.4736,0.5866,0.1318542030405967,W1,nuaa,medium_wear
154.9515,43.06399999999999,1.4374,1.5967,0.1318982757227378,W1,nuaa,medium_wear
155.4465,-200.97,0.0084,0.1465,0.1319423617607025,W1,nuaa,medium_wear
155.9415,-57.419,4.6263,4.9655,0.131986461775218,W1,nuaa,medium_wear
156.4365,-186.61,0.4009,0.5217,0.1320305763990105,W1,nuaa,medium_wear
156.9315,-244.03,-1.5845,-1.5941,0.1320747062771063,W1,nuaa,medium_wear
157.4265,258.39,2.9486,3.1639,0.1321188520671478,W1,nuaa,medium_wear
157.9215,172.26,0.6438,0.9143,0.1321630144397139,W1,nuaa,medium_wear
