experiment_tag,dataset_tag,window_start,window_end,tool_wear,wear_stage,force_z_mean,force_z_std,force_z_rms,force_z_peak,force_z_crest_factor,force_z_dominant_frequency_hz,force_z_spectral_centroid_hz,force_z_bandpower_low,force_z_bandpower_mid,force_z_bandpower_high,vibration_x_mean,vibration_x_std,vibration_x_rms,vibration_x_peak,vibration_x_crest_factor,vibration_x_dominant_frequency_hz,vibration_x_spectral_centroid_hz,vibration_x_bandpower_low,vibration_x_bandpower_mid,vibration_x_bandpower_high,vibration_y_mean,vibration_y_std,vibration_y_rms,vibration_y_peak,vibration_y_crest_factor,vibration_y_dominant_frequency_hz,vibration_y_spectral_centroid_hz,vibration_y_bandpower_low,vibration_y_bandpower_mid,vibration_y_bandpower_high
W1,nuaa,236.7288,267.9138,0.14080116640090048,medium_wear,177.4164625,187.59031590161734,258.1990081043738,567.01,2.1960192804876817,0.125,0.47375717570870557,1156298.967989715,0.0,0.0,1.870396875,5.771526461024218,6.067034049707691,18.923,3.1189869456743375,0.4375,0.5422809319557352,1113.6207701925,0.0,0.0,2.1088750000000003,5.888301286741152,6.254554005607634,18.98,3.03458887443983,0.4375,0.5424790229650839,1163.2523246153128,0.0,0.0
W1,nuaa,252.5688,283.7538,0.14182983068485305,medium_wear,206.125859375,163.49010473206275,263.09101894284254,567.01,2.155185693066873,0.21875,0.4599655817282851,859515.4419060725,0.0,0.0,1.5748,4.702106688695505,4.958810578341846,11.363,2.291476921830642,0.4375,0.5136085364540836,709.67464264125,0.0,0.0,1.81929375,4.810503504957765,5.14303156902619,11.943,2.3221712407768385,0.4375,0.5167633108006977,743.3761243365625,0.0,0.0
W1,nuaa,268.4088,299.5938,0.1427500009139857,medium_wear,164.85549375,192.1629758087714,253.18756504070012,624.43,2.4662743602736663,0.03125,0.49066924119242455,1192741.72552089,0.0,0.0,2.4447078125,4.165407075818966,4.829825296610763,11.363,2.352673089019134,0.6875,0.5197809638186212,559.789244449375,0.0,0.0,2.6881031250000005,4.2920188057664355,5.064318694522245,11.943,2.358263908809292,0.6875,0.5209690866674742,594.639509645,0.0,0.0
W1,nuaa,284.2488,315.4338,0.1436441777436991,medium_wear,144.44489687499998,183.02140547067847,233.1548049980782,624.43,2.6781777026004114,0.03125,0.49003302634192847,1072825.8113293524,0.0,0.0,1.4033640625000001,4.328532099676199,4.550342935410885,10.880999999999998,2.391248342036768,0.8125,0.5068318099689664,600.32095937375,0.0,0.0,1.633065625,4.454761335295457,4.7446603555997555,11.433,2.4096561488340287,0.8125,0.5065190709604467,635.9139369799999,0.0,0.0
W1,nuaa,300.0888,331.2738,0.1445774629796066,medium_wear,180.556046875,159.93522177501953,241.20481178316464,452.18,1.8746723859161452,0.34375,0.5177146370325977,818667.1942998852,0.0,0.0,0.07104374999999985,4.817694172458017,4.8182179645331535,11.328,2.351076701673788,0.25,0.4799269584943316,743.6611410740625,0.0,0.0,0.2459015624999999,4.948601889249003,4.954707684285598,11.903,2.4023617049602497,0.25,0.48025307045964677,784.8010785243749,0.0,0.0
W1,nuaa,315.9288,346.7574,0.14556792674757918,medium_wear,131.436,188.5383103778878,229.83062584466143,581.37,2.5295584427157154,0.6875,0.47311063482864013,1138273.493424121,0.0,0.0,1.011853125,4.7822944896372945,4.888168095737655,11.328,2.3174325796769746,0.03125,0.45312559943284275,732.5043518596874,0.0,0.0,1.2545,4.9333555040535035,5.090360181693924,11.903,2.3383414090825743,0.03125,0.4509190250271026,779.4813719428125,0.0,0.0
W1,nuaa,331.7688,362.5974,0.1466164500453136,medium_wear,80.29700625000001,176.6445865648059,194.03844767304173,581.37,2.996158786941127,0.21875,0.474722714355429,1008808.7319906189,0.0,0.0,2.3644156250000004,3.9473761134858125,4.601330180400283,10.574000000000002,2.298031131310846,0.1875,0.45528253310756783,502.4627062475001,0.0,0.0,2.6869781250000004,4.062452007503778,4.870663995545166,11.113,2.28161909960618,0.1875,0.4553352141380829,532.248281925,0.0,0.0
W1,nuaa,347.2524,378.4374,0.14772906714219175,medium_wear,72.895196875,145.0382151215779,162.3261949689517,337.34,2.0781611992107827,0.09375,0.4881069605360065,673285.09390715,0.0,0.0,1.6410937499999998,4.040693953003115,4.361237934133495,10.053,2.3050794640942613,0.15625,0.47666704574793295,525.8143418987501,0.0,0.0,1.897475,4.139703460582956,4.553850691139039,10.602,2.3281395722151266,0.15625,0.47711291536608436,552.2678583100001,0.0,0.0
W1,nuaa,363.0924,394.2774,0.1488995674657853,medium_wear,67.96107500000001,178.24139749038557,190.75823309750288,437.82,2.2951565072224986,0.5,0.5087655340502929,1019899.9200923402,0.0,0.0,1.04279375,4.242772314473278,4.369042883458572,11.402,2.6097248995125626,0.84375,0.48012541344167564,581.3327654600001,0.0,0.0,1.28383125,4.343265127753651,4.529036834519841,11.985,2.646258009793957,0.84375,0.4804760012930625,609.94664808375,0.0,0.0
W1,nuaa,378.9324,410.1174,0.1501258006844397,medium_wear,32.97115937500001,198.6815132300316,201.3987116391435,437.82,2.173896726730133,0.15625,0.517270885235475,1276510.1368672648,0.0,0.0,0.7029968750000002,4.6609547042078985,4.7136719615324845,11.402,2.418920979875112,0.46875,0.5322323644961345,699.0645795546875,0.0,0.0,0.9629640625,4.794898388859742,4.8906390528392345,11.985,2.450599987141184,0.46875,0.5326898070504282,739.6562956075,0.0,0.0
W1,nuaa,394.7724,425.9574,0.1514153311147321,medium_wear,29.158093750000006,189.35237574631182,191.58422855732738,394.76,2.0605036383873148,0.21875,0.5220279694129564,1147344.7347448436,0.0,0.0,1.20814375,4.658346596160587,4.812463436809157,14.581,3.0298412011765326,1.0,0.5659890498728132,741.02437872375,0.0,0.0,1.5089093750000004,4.791446643392224,5.023421984906056,15.022,2.99039181759701,1.0,0.5657159345861649,783.0274602700001,0.0,0.0
W1,nuaa,410.6124,441.7974,0.15277964780738967,medium_wear,30.279634374999997,208.63301066833705,210.81885446614618,624.43,2.9619267289030473,0.25,0.5027006203208348,1393893.4269463173,0.0,0.0,1.8284562500000003,4.20092912735813,4.5815999161046355,14.581,3.1825127176091463,0.5625,0.5690817991939149,578.6353373790625,0.0,0.0,2.1562109375,4.3289075139230135,4.836185053437652,15.022,3.1061673269351178,0.5625,0.5697004772717518,613.97808697,0.0,0.0
W1,nuaa,426.4524,457.61099999999993,0.1542358050543103,medium_wear,27.363562499999997,228.81584323558891,230.4462077542284,839.76,3.6440608339088256,0.0625,0.46776113453480445,1675575.0081906465,0.0,0.0,2.1562046875,3.9669480278227467,4.515074230823204,7.8370000000000015,1.7357411194923216,0.59375,0.5139584360123759,503.85449999375,0.0,0.0,2.43445625,4.11012644193715,4.776998702310374,8.1943,1.7153657580097026,0.59375,0.5153468219826609,540.8951024115626,0.0,0.0
W1,nuaa,442.2924,473.451,0.1558022675503907,medium_wear,80.521146875,209.81042323756594,224.73110330613312,839.76,3.736732422196417,0.59375,0.45526647226985884,1412518.7005341526,0.0,0.0,1.6512640625000001,5.000785307528183,5.266358010626865,10.933,2.0760077415812876,0.1875,0.5044452806969435,800.8508443312502,0.0,0.0,1.8479234374999998,5.12929883490248,5.45202050331744,11.374,2.086199050990208,0.1875,0.5052047719272925,842.6526909668751,0.0,0.0
W1,nuaa,458.106,489.291,0.1574891391347071,medium_wear,142.87486875,182.8989944475065,232.08892754769397,739.27,3.185287673183293,0.34375,0.4747721134009917,1080512.44060739,0.0,0.0,1.4137890624999998,5.218429654452968,5.406552281419162,10.933,2.0221759507576986,0.21875,0.5166448153380713,872.7110067437501,0.0,0.0,1.5515265624999999,5.346938703280428,5.567493886012023,11.374,2.0429299488907313,0.21875,0.5190758082620188,916.3224931431251,0.0,0.0
W1,nuaa,473.946,505.1309999999999,0.15927348824437781,medium_wear,189.97680625,200.6343298704822,276.3065711045025,739.27,2.67554259402828,0.15625,0.48308968636211014,1297676.9023213235,0.0,0.0,2.2046609375,4.007903860756627,4.574256574177519,9.6047,2.0997291787741457,0.6875,0.5081710569687763,514.092379151875,0.0,0.0,2.3612890625,4.145225216744758,4.770595155137224,10.022,2.100786101962098,0.6875,0.5078860984007503,549.910045765,0.0,0.0
W1,nuaa,489.786,520.9709999999999,0.161093370443765,medium_wear,223.39681249999998,203.4018404853797,302.1232274221894,667.5,2.2093633968342004,0.65625,0.5220597593135936,1325362.6998034064,0.0,0.0,1.413628125,4.0728792752896545,4.311228370995325,8.2348,1.9100820674222014,0.84375,0.544399787230395,534.8249318675,0.0,0.0,1.5723015625000003,4.219469204084361,4.502893799286882,8.5406,1.8966914123874217,0.84375,0.5448516849866616,573.856359686875,0.0,0.0
W1,nuaa,505.6259999999999,536.811,0.162881096216879,medium_wear,243.35846875000001,209.26960556151965,320.96278931399314,667.5,2.079680331251716,0.8125,0.5398568157452583,1402110.5742244688,0.0,0.0,0.2850609374999999,4.67111874075075,4.6798087597979094,8.5368,1.8241771059825633,0.875,0.5610909686664574,721.0936199587501,0.0,0.0,0.39475624999999986,4.836851596431137,4.852933737731487,8.5406,1.7598839097259793,0.875,0.5596654943418788,773.5745404287501,0.0,0.0
W1,nuaa,521.4659999999999,552.651,0.16459463996936874,medium_wear,270.7222625,219.98726804536005,348.8336874718094,667.5,1.9135193187267592,0.71875,0.5327497956985983,1559183.178433955,0.0,0.0,0.683753125,4.289546743755713,4.3436999899639135,8.5368,1.9653291018542285,1.0,0.5753905800020002,615.7381384225,0.0,0.0,0.807928125,4.404993792080925,4.478472748989046,8.4873,1.8951326659106928,1.0,0.5741236087128553,651.3667480525,0.0,0.0
W1,nuaa,537.306,568.3854,0.16622556159536372,medium_wear,260.85369375,221.39801147841177,342.1428488652273,653.14,1.9089687309445327,0.0625,0.506683804052865,1573776.78991099,0.0,0.0,1.2841125,4.31971966330354,4.506542231266395,10.84,2.405391860036741,0.90625,0.5181437958881832,597.1423269703124,0.0,0.0,1.453490625,4.410106599785839,4.643455094909124,11.214,2.4150120483117257,0.90625,0.5158374227492809,622.4038190071875,0.0,0.0
W1,nuaa,553.146,584.2254,0.16778188702551022,medium_wear,197.37834375,213.2789550832561,290.5961514936128,638.79,2.1982052987169043,0.15625,0.47345427048697486,1457937.7926897402,0.0,0.0,1.5330984375,4.269231053805687,4.536157471896644,10.84,2.38968776264013,1.0,0.5506310205434586,608.799194649375,0.0,0.0,1.7455531249999998,4.382684225055774,4.717507469919894,11.214,2.3771027542623946,1.0,0.5493691413068709,642.5436522250001,0.0,0.0
W1,nuaa,568.8804,600.0654000000001,0.16927824471151995,medium_wear,179.65925,188.98706356039293,260.7557406918254,552.66,2.119454776081659,0.875,0.5212406336922614,1146471.7981961651,0.0,0.0,1.7147390625,3.7890043476410624,4.158952271775458,9.4151,2.263815351740185,0.5,0.5559858528054422,467.658277418125,0.0,0.0,1.9572578125000002,3.903995164964215,4.367154267100745,9.8482,2.255061167449438,0.5,0.5552557295672647,496.89772726,0.0,0.0
W1,nuaa,584.7204,615.9054,0.17072182873047714,medium_wear,198.49990625,157.49550988770667,253.39109774427257,552.66,2.1810553129919175,0.40625,0.5611326919105335,794117.0027577388,0.0,0.0,1.9273968750000003,4.642491436784265,5.026687324110681,12.86,2.5583449239654437,0.53125,0.5338455085733992,696.0028914009376,0.0,0.0,2.182725,4.774596352278117,5.249862736568691,13.416,2.5554953859172125,0.53125,0.5332538976156513,735.8468965953125,0.0,0.0
W1,nuaa,600.5604000000001,631.7454,0.17211303433926634,medium_wear,200.2938375,162.2853649241471,257.7870458518814,523.95,2.032491579507257,0.90625,0.545616233690615,842964.0064800399,0.0,0.0,1.5966640625,5.177200062937229,5.417816591594463,12.86,2.373649934911381,0.53125,0.5012873649806374,875.6709606575001,0.0,0.0,1.8575171875,5.296294409849054,5.612584482897006,13.416,2.3903426382056283,0.53125,0.5015332659599565,915.5583872225,0.0,0.0
W1,nuaa,616.4004,647.5853999999999,0.17346115369777787,medium_wear,200.966659375,205.96750472632414,287.7676340096913,538.3,1.8706064768280068,0.0625,0.5315049055942836,1366821.9602318301,0.0,0.0,2.3337343750000006,4.947789533349045,5.470551836823685,12.589,2.301230364962492,0.4375,0.4689182016565442,783.6310083671874,0.0,0.0,2.5899140625,5.048546848068858,5.674106108302985,13.193,2.3251239487211084,0.4375,0.4696584438051308,815.7098501443749,0.0,0.0
W1,nuaa,632.2404,663.4253999999999,0.17478064888962333,medium_wear,190.874009375,197.52805261444647,274.6820325841192,638.79,2.3255616466445637,0.96875,0.5188190457293897,1254158.6719349674,0.0,0.0,2.9383234375000002,4.837690727497928,5.660123337726948,12.589,2.2241564801405236,0.09375,0.4974328985578171,748.9060657287501,0.0,0.0,3.214940625,4.964738461475046,5.914767215463766,13.193,2.2305188893161807,0.09375,0.4985471749208259,788.7921955521875,0.0,0.0
W1,nuaa,648.0803999999999,678.9354000000001,0.17607088817596425,medium_wear,188.4069,185.67852736941273,264.52537778762127,789.51,2.9846285698677715,0.53125,0.5310390876973164,1106364.9059759802,0.0,0.0,1.7718812499999999,4.851394321734829,5.164841723524788,12.122,2.3470225514920995,0.96875,0.49465389583701025,755.9286399940625,0.0,0.0,2.0285828125,5.002120780964894,5.397810716812072,12.693,2.3515089109120226,0.96875,0.4937690891664839,803.9711963643751,0.0,0.0
W1,nuaa,663.9203999999999,694.7754,0.17729054635389824,medium_wear,184.593796875,172.69419006351404,252.7808401094155,789.51,3.123298425854834,0.28125,0.5258527589782857,979498.9361954377,0.0,0.0,1.2454296875000002,4.369207246160326,4.543244112570472,10.687,2.3522839044529174,0.875,0.5557311274135552,626.34000348875,0.0,0.0,1.4790953125,4.497537708062799,4.734508251012586,11.22,2.369834290097676,0.875,0.5556227847359237,664.5094530256251,0.0,0.0
W1,nuaa,679.4304000000001,710.6154,0.1783575055887149,medium_wear,158.127484375,146.380134585007,215.47957006614484,559.84,2.5981117366632405,0.71875,0.469616442896002,686674.682467625,0.0,0.0,1.5292625,4.029075316546745,4.309534974949444,10.343,2.400026931008104,0.625,0.524233075532057,521.5959457162502,0.0,0.0,1.7905156249999998,4.149667828130146,4.519478873408692,10.874,2.406029611949173,0.625,0.5225724522715867,553.2058603324999,0.0,0.0
W1,nuaa,695.2704,726.4554,0.17917101784843276,medium_wear,124.70759375,170.31931981113803,211.09394742588844,559.84,2.65208930349152,0.125,0.4721516737790566,933693.2652422186,0.0,0.0,1.96724375,3.7604200409443544,4.243914096238283,11.16,2.6296479492579716,0.625,0.5320942183464553,452.7473805115626,0.0,0.0,2.2424984375,3.9020308928289262,4.50051600716865,11.697,2.5990353064778406,0.625,0.5317435143752314,487.54415936000004,0.0,0.0
W1,nuaa,711.1104,742.2954,0.1796995266712939,medium_wear,149.82840625,178.8755739198269,233.3345715160154,531.13,2.2762593496075434,0.28125,0.4781621806686853,1029302.2486252188,0.0,0.0,1.7348703125,3.871907805134622,4.242810984790184,11.16,2.6303316456959456,0.90625,0.4995611309797631,480.51858711562505,0.0,0.0,2.0146921875,4.013505498676651,4.49079180081656,11.697,2.604663168279842,0.71875,0.5015835318929525,516.6221523837501,0.0,0.0
W1,nuaa,726.9504000000001,758.1353999999999,0.18003141997594632,medium_wear,207.920484375,173.48685655412345,270.7925723127679,574.19,2.1204052795687667,0.96875,0.5399393725594246,982252.6845770627,0.0,0.0,2.4469921875000002,3.7954456789233215,4.515880718901214,9.9111,2.1947213881263736,0.78125,0.5036324897765745,468.0108199875,0.0,0.0,2.7458484375,3.903019845060368,4.772132390520642,10.457,2.191263599637716,0.78125,0.5038200685777581,494.82415862875007,0.0,0.0
W1,nuaa,742.7904,773.9753999999999,0.1803046596323661,medium_wear,220.48095312499998,175.61513963204362,281.8732480369335,574.19,2.0370503550757846,1.0,0.5479568301680386,1057221.907163125,0.0,0.0,3.3469499999999996,4.524298376716826,5.627730457658975,12.508,2.2225655784522202,0.84375,0.5448500162780108,655.0168261253125,0.0,0.0,3.6448359375000003,4.65303374431561,5.910630426361577,13.123,2.22023693808888,0.84375,0.5458956769406318,692.8231985675001,0.0,0.0
W1,nuaa,758.6303999999999,789.5778,0.18062567596410883,medium_wear,178.31359375,190.51931453068272,260.9470193837846,559.84,2.145416342834797,0.8125,0.5339143628785544,1162104.609881844,0.0,0.0,2.9221531250000004,4.493584011988953,5.360156355811834,12.508,2.3335140189405115,0.9375,0.5394581068192478,665.21774462,0.0,0.0,3.2367328124999997,4.606810721131224,5.6301993143976485,13.123,2.33082334517743,0.9375,0.5409961307875728,699.0359515481249,0.0,0.0
W1,nuaa,774.4703999999999,805.4178,0.18103287322837486,medium_wear,143.32374375,197.04400065629207,243.6555636901249,509.6,2.091476969711624,0.90625,0.5525525997091941,1247673.1197067304,0.0,0.0,2.2871390624999997,3.630520211416729,4.290883603259211,10.661,2.484569842887899,0.78125,0.5170051147328203,431.42710008562506,0.0,0.0,2.59745,3.6841297685562733,4.50772211366922,11.132,2.469539984783737,0.78125,0.5175769601763938,444.81383830125,0.0,0.0
W1,nuaa,790.0728,821.2578000000001,0.181524891234204,medium_wear,152.744015625,178.82158646663825,235.17630428190597,509.6,2.1668849740454386,0.9375,0.5687033611068018,1024816.5297637527,0.0,0.0,2.20583125,3.6700355570857126,4.281921588930605,10.99,2.566604682442285,0.9375,0.5626604903434045,431.01803240875,0.0,0.0,2.4943124999999995,3.7509264021330453,4.504558105061472,11.461,2.544311724411333,0.9375,0.562517235819051,450.2224047003125,0.0,0.0
W1,nuaa,805.9128000000001,837.0978,0.18209058938585632,medium_wear,161.042996875,177.42214383584738,239.61106812037997,509.6,2.1267798854098774,0.75,0.5272757739078616,1007547.4059152601,0.0,0.0,2.0674953125,3.339699465213416,3.9278657544723,10.99,2.797957131678112,0.9375,0.6083552600769067,358.086615759375,0.0,0.0,2.3364703125000004,3.4573085758053765,4.1727779846921225,11.461,2.746611500071366,0.9375,0.6062697153535752,383.57396431312503,0.0,0.0
W1,nuaa,821.7528000000001,852.9378,0.182725157199587,medium_wear,138.165053125,175.50677783041687,223.36564411173302,509.6,2.2814609741195717,0.78125,0.49699731139084713,989393.4843133925,0.0,0.0,2.2709890625,3.1530055576543345,3.8857219880729694,11.322,2.9137442243043417,0.90625,0.5263072247563088,318.8226602637499,0.0,0.0,2.5250921875000003,3.2447827675894136,4.1115332619618625,11.829,2.877028895628018,0.90625,0.5286830237801639,337.78008550875,0.0,0.0
W1,nuaa,837.5928,868.7778000000001,0.1834384134293644,medium_wear,135.921915625,149.65264739733058,202.16498712734452,452.18,2.236687996399545,0.5,0.48561482101267256,722464.90173103,0.0,0.0,3.1037109375000003,3.733194060432584,4.854869666263581,11.322,2.332091441851964,0.5,0.5088503525361936,446.118691635625,0.0,0.0,3.3901343749999997,3.8225699540369256,5.109310338398178,11.829,2.3151852630874865,0.5,0.5087565767948808,467.7195534234375,0.0,0.0
W1,nuaa,853.4328,884.6178000000001,0.18424005505119723,medium_wear,134.127853125,177.725668080986,222.6582450275632,538.3,2.4176064081227397,0.65625,0.49981425699026993,1014789.8182372274,0.0,0.0,3.4348,4.284470207257252,5.491314596421789,12.993,2.366100097136377,0.5,0.5294856292599459,600.446983745,0.0,0.0,3.7314218749999997,4.385226872176511,5.7579270514385215,13.519,2.347893587262886,0.5,0.5291347562106777,628.7414044559375,0.0,0.0
W1,nuaa,869.2728000000001,900.4578,0.1851329062334817,medium_wear,140.407984375,179.11957436289697,227.59223184501624,538.3,2.3651949613401864,0.3125,0.5392872143753878,1036476.7197332602,0.0,0.0,2.47525,4.423855484684711,5.069256347027145,12.993,2.5630978412878487,0.125,0.47454370256560774,626.4425756800001,0.0,0.0,2.744896875,4.524806900333177,5.2922902735665875,13.519,2.5544706169129414,0.125,0.4752787770372798,655.4491109049999,0.0,0.0
W1,nuaa,885.1128,916.2021,0.18610815288382643,medium_wear,111.69825,179.65446241283223,211.5472167576455,488.06,2.3070972404195484,0.5,0.5028207006389559,1033017.9381195314,0.0,0.0,1.4284421875,4.46591631225485,4.688801082483,11.252,2.399760578890115,0.375,0.4740550692017048,648.3624476237501,0.0,0.0,1.6370515624999997,4.557114145006964,4.842233694164941,11.604,2.3964146988575172,0.375,0.47162065091953553,674.5500234525001,0.0,0.0
